,Attack Name,Network,ProtocolContracts,Attacker,MatchingHashes_TP,MatchingHashes_FP,matchingcontractaddresses
62,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x8ac08678037936709200dc2141290a481ad01cf810b5aef022109e651ebbc865,0x3565a68666fd3a6361f06f84637e805b727b4a47
63,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x899a18a9164ef2702cb4343ca51cabe83dca2bf9b033b8e61b1626d58e48c012,0x3565a68666fd3a6361f06f84637e805b727b4a47
64,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x8748e58971150c346cbb395028165781a1069e6698f4641c2f11d9abd3e01a3f,0x3565a68666fd3a6361f06f84637e805b727b4a47
65,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x63053806e3abd5ba4e3bc36a22e300ceb7b1fdd5178e7ba349e9dbc2b6c061bc,0x3565a68666fd3a6361f06f84637e805b727b4a47
66,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x564861b42bc1688283fee2bcd734895f840d8fb93abcfdbe6a4702ebc3e67120,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xabb735648a076d570aff2a61d8d141099823eae9"
67,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x54892801fdf390b4791e7f31b57e79e4b37adb082198911b94b69d6516a0a42f,0x3565a68666fd3a6361f06f84637e805b727b4a47
68,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x396ed3be18540df73accc1f2fedb150dd60ad24613bb4ca4ac32dc07c8105605,0x3565a68666fd3a6361f06f84637e805b727b4a47
69,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x34c095d029ff7a72cc59685412e1620035ecfcdac62c9e298449c103152e9fe8,"0x013a3da6591d3427f164862793ab4e388f9b587e,0x3565a68666fd3a6361f06f84637e805b727b4a47"
70,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x2a4c682b6ed234f91b441ee0368ebcd5a20f74053a616783e6180343976f76c7,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xabb735648a076d570aff2a61d8d141099823eae9"
71,Conic,Mainnet,"0x4d080be793fb7934a920cbdd95010b893aeda545,0x9ae380f0272e2162340a5bb646c354271c0f5cfc,0x013a3da6591d3427f164862793ab4e388f9b587e,0xec037423a61b634bfc490dcc215236349999ca3d,0xdf848c4e02ae9d0492ed796b5e2e4f414b28c7c6,0x92bffb71bbe241ba9cdfb3a4e56e48dc4f118ed7,0xcb7c67bdde9f7af0667e8d82bb87f1432bd1d902,0x3f41480dd3b32f1cc579125f9570dccd07e07667,0x5f2e1ac047e6a8526f8640a7ed8ab53a0b3f4acf,0xf4a364d6b513158dc880d0e8da6ae65b9688fd7b,0xc67e9cdf599369130dd0841ee5cb8ebf9bb661c4,0x5296e0cc7b64808ddd0a4932bb03072440ce3e95,0x74ea6d777a4aec782eba0acae61142aac69d3e2f,0x07b577f10d4e00f3018542d08a87f255a49175a5,0x369cbc5c6f139b1132d3b91b87241b37fc5b971f,0xabb735648a076d570aff2a61d8d141099823eae9,0xf432110e5206356cd6448da16b05394a89b44cef,0x40293380f5292bb13905608b35a936c332f07f94,0x3565a68666fd3a6361f06f84637e805b727b4a47",0xb6369f59fc24117b16742c9dfe064894d03b3b80,,0x06f327ddc8c5a7158d86546fbde99ff4b849927e9789ae4335956c1f875ded33,"0x013a3da6591d3427f164862793ab4e388f9b587e,0x3565a68666fd3a6361f06f84637e805b727b4a47"
72,Biswap,BSC,"0x46492b26639df0cda9b2769429845cb991591e0a,0x24ba8d2a15fe60618039c398cf9fd093b1c1feb5,0x965f527d9159dce6288a2219db51fc6eef120dd1,0xdbc1a13490deef9c3c12b44fe77b503c1b061739,0x858e3312ed3a876947ea49d572a7c42de08af7ee,0x3a6d8ca21d1cf76f653a67577fa0d27453350dd8,0xf5d6fed0f4735ff2036ce4be535bd32e77dae9fe",0xa1e31b29f94296fc85fac8739511360f279b1976,,0xde30650fe525bcc56bb59edb959cbcf2de67cc32815df35e7c77f8607c5f08c2,0x858e3312ed3a876947ea49d572a7c42de08af7ee
73,Biswap,BSC,"0x46492b26639df0cda9b2769429845cb991591e0a,0x24ba8d2a15fe60618039c398cf9fd093b1c1feb5,0x965f527d9159dce6288a2219db51fc6eef120dd1,0xdbc1a13490deef9c3c12b44fe77b503c1b061739,0x858e3312ed3a876947ea49d572a7c42de08af7ee,0x3a6d8ca21d1cf76f653a67577fa0d27453350dd8,0xf5d6fed0f4735ff2036ce4be535bd32e77dae9fe",0xa1e31b29f94296fc85fac8739511360f279b1976,,0x53fc63970a02af37c1b1cfae362275ab09ee771aa7c0aa2c00b3dab0870555da,"0x46492b26639df0cda9b2769429845cb991591e0a,0x965f527d9159dce6288a2219db51fc6eef120dd1,0x3a6d8ca21d1cf76f653a67577fa0d27453350dd8"
74,Biswap,BSC,"0x46492b26639df0cda9b2769429845cb991591e0a,0x24ba8d2a15fe60618039c398cf9fd093b1c1feb5,0x965f527d9159dce6288a2219db51fc6eef120dd1,0xdbc1a13490deef9c3c12b44fe77b503c1b061739,0x858e3312ed3a876947ea49d572a7c42de08af7ee,0x3a6d8ca21d1cf76f653a67577fa0d27453350dd8,0xf5d6fed0f4735ff2036ce4be535bd32e77dae9fe",0xa1e31b29f94296fc85fac8739511360f279b1976,,0x440edf1151b3d72a4054a18a6818364b8dc90599599151a4181a83a4be019638,0x965f527d9159dce6288a2219db51fc6eef120dd1
75,Biswap,BSC,"0x46492b26639df0cda9b2769429845cb991591e0a,0x24ba8d2a15fe60618039c398cf9fd093b1c1feb5,0x965f527d9159dce6288a2219db51fc6eef120dd1,0xdbc1a13490deef9c3c12b44fe77b503c1b061739,0x858e3312ed3a876947ea49d572a7c42de08af7ee,0x3a6d8ca21d1cf76f653a67577fa0d27453350dd8,0xf5d6fed0f4735ff2036ce4be535bd32e77dae9fe",0xa1e31b29f94296fc85fac8739511360f279b1976,,0x2202170e095e78a27f7c678c377a804fc2cc5f12a2928d43c0d9cb06308fa29e,0x858e3312ed3a876947ea49d572a7c42de08af7ee
76,Biswap,BSC,"0x46492b26639df0cda9b2769429845cb991591e0a,0x24ba8d2a15fe60618039c398cf9fd093b1c1feb5,0x965f527d9159dce6288a2219db51fc6eef120dd1,0xdbc1a13490deef9c3c12b44fe77b503c1b061739,0x858e3312ed3a876947ea49d572a7c42de08af7ee,0x3a6d8ca21d1cf76f653a67577fa0d27453350dd8,0xf5d6fed0f4735ff2036ce4be535bd32e77dae9fe",0xa1e31b29f94296fc85fac8739511360f279b1976,,0x13123a956daa2fad81a83c38c6368bb7e398fe60d7d0c64efca6be119bc39d98,0x858e3312ed3a876947ea49d572a7c42de08af7ee
77,Biswap,BSC,"0x46492b26639df0cda9b2769429845cb991591e0a,0x24ba8d2a15fe60618039c398cf9fd093b1c1feb5,0x965f527d9159dce6288a2219db51fc6eef120dd1,0xdbc1a13490deef9c3c12b44fe77b503c1b061739,0x858e3312ed3a876947ea49d572a7c42de08af7ee,0x3a6d8ca21d1cf76f653a67577fa0d27453350dd8,0xf5d6fed0f4735ff2036ce4be535bd32e77dae9fe",0xa1e31b29f94296fc85fac8739511360f279b1976,,0x08b9b9071451a92ae573909982b6a9378e18a72f49b85221fa57e354b9301764,0x24ba8d2a15fe60618039c398cf9fd093b1c1feb5
78,Biswap,BSC,"0x46492b26639df0cda9b2769429845cb991591e0a,0x24ba8d2a15fe60618039c398cf9fd093b1c1feb5,0x965f527d9159dce6288a2219db51fc6eef120dd1,0xdbc1a13490deef9c3c12b44fe77b503c1b061739,0x858e3312ed3a876947ea49d572a7c42de08af7ee,0x3a6d8ca21d1cf76f653a67577fa0d27453350dd8,0xf5d6fed0f4735ff2036ce4be535bd32e77dae9fe",0xa1e31b29f94296fc85fac8739511360f279b1976,,0x08a9c06626284a5c415601fc5fb2101cec5f0dd21b22cd316a0827ae6694e378,0x858e3312ed3a876947ea49d572a7c42de08af7ee
79,MyAI token,BSC,"0x40d1e011669c0dc7dc7c7fb93e623d6a661df5ee,0x390d9078cb06f3cd4a17a39693b489446724a093",0xc47fcc9263b026033a94574ec432514c639a2d12,,,
80,Bamboo AI,BSC,"0x0557713d02a15a69dea5dd4116047e50f521c1b1,0xed56784bc8f2c036f6b0d8e04cb83c253e4a6a94","0x16c4da1afe64634ab72968d8f7f9a80518b84e61,0x7F7D46AA776Ed3f676B0E2c6368D86f1564FF5A2",,,
81,LUSD,BSC,"0x3cd632c25a4db4c1a636cfb23b9285be1097a60d,0x7da3ff95a3566287afec13b154794eee52a2e00d,0x7b97bcfc11054f1cf2e07de9a9c449677e64dea8,0x637de69f45f3b66d5389f305088a38109aa0cf7c","0x0000004883ab5434202dc9d8d5bfbcd87247dee3,0x724CEFeF59D673359bcA2b5A9DbA47e8Feb30b4D",,,
82,NewFi,BSC,0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411,"0x3a10408fd7a2b2a43bd14a17c0d4568430b93132,0x18703A4fD7b3688607AbF25424B6Ab304DEf2512",0xbc693bea97e2db6c9d055cde1e88839b863a69e70079aaaed87e6152e36f9af6,,0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411
83,NewFi,BSC,0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411,"0x3a10408fd7a2b2a43bd14a17c0d4568430b93132,0x18703A4fD7b3688607AbF25424B6Ab304DEf2512",0x3c93a94b4915a61e7ed9659fe832889daf916c915e2731a994940aeaeaed5ea8,,0xb8dc09eec82cab2e86c7edc8dd5882dd92d22411
84,BNO,BSC,"0xdca503449899d5649d32175a255a8835a03e4006,0xa4dbc813f7e1bf5827859e278594b1e0ec1f710f,0x4b9c234779a3332b74dbaff57559ec5b4cb078bd","0xdc109426972ae14d5b3d7e91b47d42ff1fd3c8cc,0xa6566574edc60d7b2adbacedb71d5142cf2677fb",,,
85,ApeDAO,BSC,0xb47955b5b7eaf49c815ebc389850eb576c460092,"0x10703f7114dce7beaf8d23cde4bf72130bb0f56a,0x45aa258ad08eeeb841c1c02eca7658f9dd4779c0",0xff4676ef8bfd3eae14610e8033fffb730db53743ea4c8cd097676b5dbc6f0c31,,0xb47955b5b7eaf49c815ebc389850eb576c460092
86,ApeDAO,BSC,0xb47955b5b7eaf49c815ebc389850eb576c460092,"0x10703f7114dce7beaf8d23cde4bf72130bb0f56a,0x45aa258ad08eeeb841c1c02eca7658f9dd4779c0",0x7e6789b7ced823162c794643054f463331a46c1190ff681f1e61bc668eaa600f,,0xb47955b5b7eaf49c815ebc389850eb576c460092
87,FFIST,BSC,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",0xcd03c6e1b775bcaffbddf3c3149429b44f14c679575fac3d8b90253f216565bd,,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152"
88,FFIST,BSC,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",0xace8119c9e48ab34398da944a2ec6c326b17e06baee2ea0e09d1d17d337fb2d9,,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152"
89,FFIST,BSC,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",0x98dd919c80af9628be0c309747dc0703c8c0f3858d397a6030f1c3a50a6c231e,,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152"
90,FFIST,BSC,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",0x8166b874fbb7138e2fab3472186b72c1463fb1f0c606f0336f2e8ba0f8d5d1a1,,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152"
91,FFIST,BSC,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",0x6d0319215e4e4313f60fbfeaa4b32b4c2a34baa5984ac532215db4af8df2e349,,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152"
92,FFIST,BSC,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",0x32809a652438020809a3323b1a1f9d321d85f2b94f82c190afcf2a31552a591f,,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152"
93,FFIST,BSC,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",0x18e089da7d9650d54b099503828ba9c0d16754e7a8702cc827d53c9687c49e46,,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152"
94,FFIST,BSC,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152","0xcc8617331849962c27f91859578dc91922f6f050,0xe84ef3615b8df94c52e5b6ef21acbf0039b29113",0x0cc480ed0e0826f4da292e968705667cbe8df7eb3db96c7e50ed7945b57f145b,,"0x80121da952a74c06adc1d7f85a237089b57af347,0x7a3adf2f6b239e64dab1738c695cf48155b6e152"
95,Irena,BSC,"0x9eeb6c5ff183e6001c65a12d70026b900ae76781,0xddd165504e22b4e8b18f2e0954fc90bd30f01117,0xd9693d41e577064df9d7e90fe3d000825ceb947d","0x59e143d1ee59abea79be7d8a6bc8524588123456,0xE70d716BDe81575D372EA329800D953C5dD0b3E9",,,
96,PalmSwap,BSC,"0xd990094a611c3de34664dd3664ebf979a1230fc1,0xa68f4b2c69c7f991c3237ba9b678d75368ccff8f,0x806f709558cdbba39699fbf323c8fda4e364ac7a,0x29745314b4d294b7c77cdb411b8aaa95923aae38,0x04c7c8476f91d2d6da5cada3b3e17fc4532fe0cc,0x305496cecce61491794a4c36d322b42bb81da9c4,0x8b47515579c39a31871d874a23fb87517b975ecc,0x6876b9804719d8d9f5aeb6ad1322270458fa99e0","0x5cf403ecf47f133b917cb9e3f24b7a7afd718af1,0x0fe7457f5909778b15d8e46768678abbf0c98329,0xf84efa8a9f7e68855cf17eaac9c2f97a9d131366,0x55252a6d50bfad0e5f1009541284c783686f7f25",,,
97,MetaLabz,BSC,"0x165b8fddfcbed154338b5d4b33b76836002d9701,0xf42a313e7a32e49b39c742516d6f2da256a33035,0xf14d3692b0055db9ca4c04065165d59b87e763f1",0xf576c7f17bc5a834f8bfe6f810a09eb44818c739,,,
98,Carson,BSC,"0x0acd5019edc8ff765517e2e691c5eef6f9c08830,0xe77a017db4c7754bf272d19ffe0149779b9800b5","0x25bcbbb92c2ae9d0c6f4db814e46fd5c632e2bd3,0x9cffc95e742d22c1446a3d22e656bb23835a38ac",0xe47009b0c7feab90b2e2aa26bc66cc7b293d3c673f928908b8b8b1aeb61eb076,,"0x0acd5019edc8ff765517e2e691c5eef6f9c08830,0xe77a017db4c7754bf272d19ffe0149779b9800b5"
99,Carson,BSC,"0x0acd5019edc8ff765517e2e691c5eef6f9c08830,0xe77a017db4c7754bf272d19ffe0149779b9800b5","0x25bcbbb92c2ae9d0c6f4db814e46fd5c632e2bd3,0x9cffc95e742d22c1446a3d22e656bb23835a38ac",0x8c06b4cbb63f0ad7aa8a8a837b5ccf0a45258ce8e551232fd0f6e4bd5fc75184,,"0x0acd5019edc8ff765517e2e691c5eef6f9c08830,0xe77a017db4c7754bf272d19ffe0149779b9800b5"
100,Carson,BSC,"0x0acd5019edc8ff765517e2e691c5eef6f9c08830,0xe77a017db4c7754bf272d19ffe0149779b9800b5","0x25bcbbb92c2ae9d0c6f4db814e46fd5c632e2bd3,0x9cffc95e742d22c1446a3d22e656bb23835a38ac",0x28c28bb7bb30f41c424479194229603ed2f29654a816f2faf65a04ec8b6fa414,,"0x0acd5019edc8ff765517e2e691c5eef6f9c08830,0xe77a017db4c7754bf272d19ffe0149779b9800b5"
